record_id;month;day;year;city;country_id;tmp;country
474472;01;01;1861;Auckland;NEW;17,763;New Zealand
474473;02;01;1861;Auckland;NEW;20,547;New Zealand
474474;03;01;1861;Auckland;NEW;18,671;New Zealand
474475;04;01;1861;Auckland;NEW;17,254;New Zealand
474476;05;01;1861;Auckland;NEW;15,739;New Zealand
474477;06;01;1861;Auckland;NEW;14,299;New Zealand
474478;07;01;1861;Auckland;NEW;12,562;New Zealand
474479;08;01;1861;Auckland;NEW;11,309;New Zealand
474480;09;01;1861;Auckland;NEW;12,937;New Zealand
474481;10;01;1861;Auckland;NEW;14,653;New Zealand
474482;11;01;1861;Auckland;NEW;15,922;New Zealand
474483;12;01;1861;NA;;17,904;NA
474484;01;01;1862;NA;;17,935;NA
474485;02;01;1862;Auckland;NEW;20,242;New Zealand
474486;03;01;1862;Auckland;NEW;18,844;New Zealand
474487;04;01;1862;Auckland;NEW;16,697;New Zealand
474488;05;01;1862;Auckland;NEW;14,19;New Zealand
474489;06;01;1862;Auckland;NEW;12,422;New Zealand
474490;07;01;1862;Auckland;NEW;12,488;New Zealand
474491;08;01;1862;Auckland;NEW;11,951;New Zealand
474492;09;01;1862;Auckland;NEW;13,366;New Zealand
474493;10;01;1862;Auckland;NEW;13,328;New Zealand
474494;11;01;1862;Auckland;NEW;15,943;New Zealand
474495;12;01;1862;Auckland;NEW;16,828;New Zealand
474496;01;01;1863;Auckland;NEW;18,861;New Zealand
474497;02;01;1863;Auckland;NEW;17,922;New Zealand
474498;03;01;1863;Auckland;NEW;17,582;New Zealand
474499;04;01;1863;Auckland;NEW;14,813;New Zealand
474500;05;01;1863;Auckland;NEW;13,913;New Zealand
474501;06;01;1863;Auckland;NEW;12,285;New Zealand
474502;07;01;1863;Auckland;NEW;11,521;New Zealand
474503;08;01;1863;Auckland;NEW;10,536;New Zealand
474504;09;01;1863;Auckland;NEW;11,11;New Zealand
474505;10;01;1863;Auckland;NEW;12,857;New Zealand
474506;11;01;1863;Auckland;NEW;12,96;New Zealand
474507;12;01;1863;Auckland;NEW;15,418;New Zealand
474508;01;01;1864;Auckland;NEW;19,624;New Zealand
474509;02;01;1864;Auckland;NEW;20,041;New Zealand
474510;03;01;1864;Auckland;NEW;17,807;New Zealand
474511;04;01;1864;Auckland;NEW;17,264;New Zealand
474512;05;01;1864;Auckland;NEW;14,45;New Zealand
474513;06;01;1864;Auckland;NEW;12,813;New Zealand
474514;07;01;1864;Auckland;NEW;13,008;New Zealand
474515;08;01;1864;Auckland;NEW;10,397;New Zealand
474516;09;01;1864;Auckland;NEW;13,28;New Zealand
474517;10;01;1864;Auckland;NEW;14,631;New Zealand
474518;11;01;1864;Auckland;NEW;16,572;New Zealand
474519;12;01;1864;Auckland;NEW;19,086;New Zealand
474520;01;01;1865;Auckland;NEW;19,352;New Zealand
474521;02;01;1865;Auckland;NEW;19,774;New Zealand
474522;03;01;1865;Auckland;NEW;18,542;New Zealand
474523;04;01;1865;Auckland;NEW;16,477;New Zealand
474524;05;01;1865;Auckland;NEW;13,815;New Zealand
474525;06;01;1865;Auckland;NEW;12,139;New Zealand
474526;07;01;1865;Auckland;NEW;11,327;New Zealand
474527;08;01;1865;Auckland;NEW;11,18;New Zealand
474528;09;01;1865;Auckland;NEW;12,308;New Zealand
474529;10;01;1865;Auckland;NEW;12,791;New Zealand
474530;11;01;1865;Auckland;NEW;15,256;New Zealand
474531;12;01;1865;Auckland;NEW;16,602;New Zealand
474532;01;01;1866;Auckland;NEW;19,087;New Zealand
474533;02;01;1866;Auckland;NEW;20,47;New Zealand
474534;03;01;1866;Auckland;NEW;18,982;New Zealand
474535;04;01;1866;Auckland;NEW;16,433;New Zealand
474536;05;01;1866;Auckland;NEW;14,34;New Zealand
474537;06;01;1866;Auckland;NEW;12,057;New Zealand
474538;07;01;1866;Auckland;NEW;12,538;New Zealand
474539;08;01;1866;Auckland;NEW;12,603;New Zealand
474540;09;01;1866;Auckland;NEW;13,763;New Zealand
474541;10;01;1866;Auckland;NEW;15,183;New Zealand
474542;11;01;1866;Auckland;NEW;17,394;New Zealand
474543;12;01;1866;Auckland;NEW;18,995;New Zealand
474544;01;01;1867;Auckland;NEW;20,283;New Zealand
474545;02;01;1867;Auckland;NEW;19,44;New Zealand
474546;03;01;1867;Auckland;NEW;18,061;New Zealand
474547;04;01;1867;Auckland;NEW;17,111;New Zealand
474548;05;01;1867;Auckland;NEW;14,163;New Zealand
474549;06;01;1867;Auckland;NEW;11,637;New Zealand
474550;07;01;1867;Auckland;NEW;12,606;New Zealand
474551;08;01;1867;Auckland;NEW;11,573;New Zealand
474552;09;01;1867;Auckland;NEW;13,099;New Zealand
474553;10;01;1867;Auckland;NEW;14,005;New Zealand
474554;11;01;1867;Auckland;NEW;14,073;New Zealand
474555;12;01;1867;Auckland;NEW;17,245;New Zealand
474556;01;01;1868;Auckland;NEW;17,616;New Zealand
474557;02;01;1868;Auckland;NEW;17,207;New Zealand
474558;03;01;1868;Auckland;NEW;17,397;New Zealand
474559;04;01;1868;Auckland;NEW;15,709;New Zealand
474560;05;01;1868;Auckland;NEW;13,833;New Zealand
474561;06;01;1868;Auckland;NEW;12,225;New Zealand
474562;07;01;1868;Auckland;NEW;11,999;New Zealand
474563;08;01;1868;Auckland;NEW;11,14;New Zealand
474564;09;01;1868;Auckland;NEW;12,056;New Zealand
474565;10;01;1868;Auckland;NEW;12,951;New Zealand
474566;11;01;1868;Auckland;NEW;14,728;New Zealand
474567;12;01;1868;Auckland;NEW;15,993;New Zealand
474568;01;01;1869;Auckland;NEW;18,208;New Zealand
474569;02;01;1869;Auckland;NEW;18,393;New Zealand
474570;03;01;1869;Auckland;NEW;17,369;New Zealand
474571;04;01;1869;Auckland;NEW;16,178;New Zealand
474572;05;01;1869;Auckland;NEW;13,7;New Zealand
474573;06;01;1869;Auckland;NEW;12,683;New Zealand
474574;07;01;1869;Auckland;NEW;10,805;New Zealand
474575;08;01;1869;Auckland;NEW;11,618;New Zealand
474576;09;01;1869;Auckland;NEW;12,143;New Zealand
474577;10;01;1869;Auckland;NEW;13,327;New Zealand
474578;11;01;1869;Auckland;NEW;15,241;New Zealand
474579;12;01;1869;Auckland;NEW;17,217;New Zealand
474580;01;01;1870;Auckland;NEW;18,539;New Zealand
474581;02;01;1870;Auckland;NEW;18,843;New Zealand
474582;03;01;1870;Auckland;NEW;17,99;New Zealand
474583;04;01;1870;Auckland;NEW;15,572;New Zealand
474584;05;01;1870;Auckland;NEW;14,333;New Zealand
474585;06;01;1870;Auckland;NEW;13,443;New Zealand
474586;07;01;1870;Auckland;NEW;11,837;New Zealand
474587;08;01;1870;Auckland;NEW;11,613;New Zealand
474588;09;01;1870;Auckland;NEW;12,287;New Zealand
474589;10;01;1870;Auckland;NEW;13,928;New Zealand
474590;11;01;1870;Auckland;NEW;16,194;New Zealand
474591;12;01;1870;Auckland;NEW;15,092;New Zealand
474592;01;01;1871;Auckland;NEW;17,175;New Zealand
474593;02;01;1871;Auckland;NEW;17,782;New Zealand
474594;03;01;1871;Auckland;NEW;17,41;New Zealand
474595;04;01;1871;Auckland;NEW;15,367;New Zealand
474596;05;01;1871;Auckland;NEW;14,562;New Zealand
474597;06;01;1871;Auckland;NEW;12,65;New Zealand
474598;07;01;1871;Auckland;NEW;12,318;New Zealand
474599;08;01;1871;Auckland;NEW;11,42;New Zealand
474600;09;01;1871;Auckland;NEW;11,711;New Zealand
474601;10;01;1871;NA;;13,294;NA
474602;11;01;1871;Auckland;NEW;14,764;New Zealand
474603;12;01;1871;Auckland;NEW;16,331;New Zealand
474604;01;01;1872;Auckland;NEW;19,161;New Zealand
474605;02;01;1872;Auckland;NEW;20,013;New Zealand
474606;03;01;1872;Auckland;NEW;17,869;New Zealand
474607;04;01;1872;Auckland;NEW;16,658;New Zealand
474608;05;01;1872;Auckland;NEW;15,151;New Zealand
474609;06;01;1872;Auckland;NEW;12,88;New Zealand
474610;07;01;1872;Auckland;NEW;12,225;New Zealand
474611;08;01;1872;Auckland;NEW;11,096;New Zealand
474612;09;01;1872;Auckland;NEW;12,625;New Zealand
474613;10;01;1872;Auckland;NEW;12,96;New Zealand
474614;11;01;1872;Auckland;NEW;15,625;New Zealand
474615;12;01;1872;Auckland;NEW;18,678;New Zealand
474616;01;01;1873;Auckland;NEW;17,892;New Zealand
474617;02;01;1873;Auckland;NEW;18,163;New Zealand
474618;03;01;1873;Auckland;NEW;18,289;New Zealand
474619;04;01;1873;Auckland;NEW;15,645;New Zealand
474620;05;01;1873;Auckland;NEW;14,644;New Zealand
474621;06;01;1873;Auckland;NEW;13,043;New Zealand
474622;07;01;1873;Auckland;NEW;11,461;New Zealand
474623;08;01;1873;Auckland;NEW;11,867;New Zealand
474624;09;01;1873;Auckland;NEW;12,336;New Zealand
474625;10;01;1873;Auckland;NEW;13,547;New Zealand
474626;11;01;1873;Auckland;NEW;15,204;New Zealand
474627;12;01;1873;Auckland;NEW;17,726;New Zealand
474628;01;01;1874;Auckland;NEW;19,069;New Zealand
474629;02;01;1874;Auckland;NEW;19,061;New Zealand
474630;03;01;1874;Auckland;NEW;18,514;New Zealand
474631;04;01;1874;Auckland;NEW;16,134;New Zealand
474632;05;01;1874;Auckland;NEW;14,339;New Zealand
474633;06;01;1874;Auckland;NEW;12,311;New Zealand
474634;07;01;1874;Auckland;NEW;11,217;New Zealand
474635;08;01;1874;Auckland;NEW;12,111;New Zealand
474636;09;01;1874;Auckland;NEW;12,738;New Zealand
474637;10;01;1874;Auckland;NEW;12,758;New Zealand
474638;11;01;1874;Auckland;NEW;15,013;New Zealand
474639;12;01;1874;Auckland;NEW;16,6;New Zealand
474640;01;01;1875;Auckland;NEW;18,1;New Zealand
474641;02;01;1875;Auckland;NEW;19,389;New Zealand
474642;03;01;1875;Auckland;NEW;17,96;New Zealand
474643;04;01;1875;Auckland;NEW;17,362;New Zealand
474644;05;01;1875;Auckland;NEW;14,552;New Zealand
474645;06;01;1875;Auckland;NEW;12,935;New Zealand
474646;07;01;1875;Auckland;NEW;12,422;New Zealand
474647;08;01;1875;Auckland;NEW;11,279;New Zealand
474648;09;01;1875;Auckland;NEW;11,549;New Zealand
474649;10;01;1875;Auckland;NEW;13,237;New Zealand
474650;11;01;1875;Auckland;NEW;14,331;New Zealand
474651;12;01;1875;Auckland;NEW;17,591;New Zealand
474652;01;01;1876;Auckland;NEW;18,538;New Zealand
474653;02;01;1876;Auckland;NEW;18,995;New Zealand
474654;03;01;1876;Auckland;NEW;18,629;New Zealand
474655;04;01;1876;Auckland;NEW;16,629;New Zealand
474656;05;01;1876;Auckland;NEW;14,604;New Zealand
474657;06;01;1876;Auckland;NEW;12,807;New Zealand
474658;07;01;1876;Auckland;NEW;12,167;New Zealand
474659;08;01;1876;Auckland;NEW;11,792;New Zealand
474660;09;01;1876;Auckland;NEW;12,533;New Zealand
474661;10;01;1876;Auckland;NEW;14,711;New Zealand
474662;11;01;1876;Auckland;NEW;16,021;New Zealand
474663;12;01;1876;Auckland;NEW;16,529;New Zealand
474664;01;01;1877;Auckland;NEW;18,091;New Zealand
474665;02;01;1877;Auckland;NEW;18,606;New Zealand
474666;03;01;1877;Auckland;NEW;18,318;New Zealand
474667;04;01;1877;Auckland;NEW;15,522;New Zealand
474668;05;01;1877;Auckland;NEW;13,672;New Zealand
474669;06;01;1877;Auckland;NEW;12,346;New Zealand
474670;07;01;1877;Auckland;NEW;10,949;New Zealand
474671;08;01;1877;Auckland;NEW;11,711;New Zealand
474672;09;01;1877;Auckland;NEW;11,914;New Zealand
474673;10;01;1877;Auckland;NEW;13,666;New Zealand
474674;11;01;1877;Auckland;NEW;15,431;New Zealand
474675;12;01;1877;Auckland;NEW;16,605;New Zealand
474676;01;01;1878;Auckland;NEW;16,902;New Zealand
474677;02;01;1878;Auckland;NEW;17,318;New Zealand
474678;03;01;1878;Auckland;NEW;17,821;New Zealand
474679;04;01;1878;Auckland;NEW;16,77;New Zealand
474680;05;01;1878;Auckland;NEW;13,407;New Zealand
474681;06;01;1878;Auckland;NEW;13,021;New Zealand
474682;07;01;1878;Auckland;NEW;11,357;New Zealand
474683;08;01;1878;Auckland;NEW;10,948;New Zealand
474684;09;01;1878;Auckland;NEW;13,365;New Zealand
474685;10;01;1878;Auckland;NEW;13,465;New Zealand
474686;11;01;1878;Auckland;NEW;15,731;New Zealand
474687;12;01;1878;Auckland;NEW;18,246;New Zealand
474688;01;01;1879;Auckland;NEW;17,901;New Zealand
474689;02;01;1879;Auckland;NEW;17,448;New Zealand
474690;03;01;1879;Auckland;NEW;18,136;New Zealand
474691;04;01;1879;Auckland;NEW;14,962;New Zealand
474692;05;01;1879;Auckland;NEW;14,944;New Zealand
474693;06;01;1879;Auckland;NEW;12,379;New Zealand
474694;07;01;1879;Auckland;NEW;11,365;New Zealand
474695;08;01;1879;Auckland;NEW;11,324;New Zealand
474696;09;01;1879;Auckland;NEW;13,273;New Zealand
474697;10;01;1879;Auckland;NEW;13,446;New Zealand
474698;11;01;1879;Auckland;NEW;15,883;New Zealand
474699;12;01;1879;Auckland;NEW;17,119;New Zealand
474700;01;01;1880;Auckland;NEW;18,42;New Zealand
474701;02;01;1880;Auckland;NEW;19,697;New Zealand
474702;03;01;1880;Auckland;NEW;18,805;New Zealand
474703;04;01;1880;Auckland;NEW;16,959;New Zealand
474704;05;01;1880;Auckland;NEW;14,981;New Zealand
474705;06;01;1880;Auckland;NEW;12,305;New Zealand
474706;07;01;1880;Auckland;NEW;11,915;New Zealand
474707;08;01;1880;Auckland;NEW;11,659;New Zealand
474708;09;01;1880;Auckland;NEW;13,152;New Zealand
474709;10;01;1880;Auckland;NEW;13,54;New Zealand
474710;11;01;1880;Auckland;NEW;15,722;New Zealand
474711;12;01;1880;Auckland;NEW;16,6;New Zealand
474712;01;01;1881;Auckland;NEW;17,131;New Zealand
474713;02;01;1881;Auckland;NEW;19,171;New Zealand
474714;03;01;1881;Auckland;NEW;18,401;New Zealand
474715;04;01;1881;Auckland;NEW;16,883;New Zealand
474716;05;01;1881;Auckland;NEW;14,503;New Zealand
474717;06;01;1881;Auckland;NEW;13,18;New Zealand
474718;07;01;1881;Auckland;NEW;12,076;New Zealand
474719;08;01;1881;Auckland;NEW;11,971;New Zealand
474720;09;01;1881;Auckland;NEW;12,618;New Zealand
474721;10;01;1881;Auckland;NEW;13,562;New Zealand
474722;11;01;1881;Auckland;NEW;15,505;New Zealand
474723;12;01;1881;Auckland;NEW;16,296;New Zealand
474724;01;01;1882;Auckland;NEW;17,75;New Zealand
474725;02;01;1882;Auckland;NEW;17,782;New Zealand
474726;03;01;1882;Auckland;NEW;18,823;New Zealand
474727;04;01;1882;Auckland;NEW;16,852;New Zealand
474728;05;01;1882;Auckland;NEW;13,854;New Zealand
474729;06;01;1882;Auckland;NEW;13,207;New Zealand
474730;07;01;1882;Auckland;NEW;11,799;New Zealand
474731;08;01;1882;NA;;11,436;NA
474732;09;01;1882;Auckland;NEW;12,961;New Zealand
474733;10;01;1882;Auckland;NEW;12,907;New Zealand
474734;11;01;1882;Auckland;NEW;14,441;New Zealand
474735;12;01;1882;Auckland;NEW;17,263;New Zealand
474736;01;01;1883;Auckland;NEW;19,166;New Zealand
474737;02;01;1883;Auckland;NEW;19,761;New Zealand
474738;03;01;1883;Auckland;NEW;18,892;New Zealand
474739;04;01;1883;Auckland;NEW;15,426;New Zealand
474740;05;01;1883;Auckland;NEW;14,207;New Zealand
474741;06;01;1883;Auckland;NEW;12,614;New Zealand
474742;07;01;1883;Auckland;NEW;11,77;New Zealand
474743;08;01;1883;Auckland;NEW;11,284;New Zealand
474744;09;01;1883;Auckland;NEW;11,925;New Zealand
474745;10;01;1883;Auckland;NEW;12,805;New Zealand
474746;11;01;1883;Auckland;NEW;14,106;New Zealand
474747;12;01;1883;Auckland;NEW;15,652;New Zealand
474748;01;01;1884;Auckland;NEW;15,775;New Zealand
474749;02;01;1884;Auckland;NEW;16,773;New Zealand
474750;03;01;1884;Auckland;NEW;16,828;New Zealand
474751;04;01;1884;Auckland;NEW;15;New Zealand
474752;05;01;1884;Auckland;NEW;12,839;New Zealand
474753;06;01;1884;Auckland;NEW;12,352;New Zealand
474754;07;01;1884;Auckland;NEW;11,645;New Zealand
474755;08;01;1884;Auckland;NEW;12,132;New Zealand
474756;09;01;1884;Auckland;NEW;12,316;New Zealand
474757;10;01;1884;Auckland;NEW;13,119;New Zealand
474758;11;01;1884;Auckland;NEW;13,933;New Zealand
474759;12;01;1884;Auckland;NEW;15,905;New Zealand
474760;01;01;1885;Auckland;NEW;16,912;New Zealand
474761;02;01;1885;Auckland;NEW;18,183;New Zealand
474762;03;01;1885;Auckland;NEW;17,4;New Zealand
474763;04;01;1885;Auckland;NEW;15,194;New Zealand
474764;05;01;1885;Auckland;NEW;13,726;New Zealand
474765;06;01;1885;Auckland;NEW;12,861;New Zealand
474766;07;01;1885;Auckland;NEW;12,123;New Zealand
474767;08;01;1885;Auckland;NEW;11,29;New Zealand
474768;09;01;1885;Auckland;NEW;12,083;New Zealand
474769;10;01;1885;Auckland;NEW;12,841;New Zealand
474770;11;01;1885;Auckland;NEW;14,547;New Zealand
474771;12;01;1885;Auckland;NEW;16,342;New Zealand
474772;01;01;1886;Auckland;NEW;18,439;New Zealand
474773;02;01;1886;Auckland;NEW;19,54;New Zealand
474774;03;01;1886;Auckland;NEW;18,158;New Zealand
474775;04;01;1886;Auckland;NEW;16,683;New Zealand
474776;05;01;1886;Auckland;NEW;14,039;New Zealand
474777;06;01;1886;Auckland;NEW;11,67;New Zealand
474778;07;01;1886;Auckland;NEW;10,801;New Zealand
474779;08;01;1886;Auckland;NEW;11,416;New Zealand
474780;09;01;1886;Auckland;NEW;11,766;New Zealand
474781;10;01;1886;Auckland;NEW;13,086;New Zealand
474782;11;01;1886;Auckland;NEW;15,194;New Zealand
474783;12;01;1886;Auckland;NEW;16,157;New Zealand
474784;01;01;1887;Auckland;NEW;19,831;New Zealand
474785;02;01;1887;Auckland;NEW;19,601;New Zealand
474786;03;01;1887;Auckland;NEW;18,957;New Zealand
474787;04;01;1887;Auckland;NEW;16,862;New Zealand
474788;05;01;1887;Auckland;NEW;14,11;New Zealand
474789;06;01;1887;Auckland;NEW;13,042;New Zealand
474790;07;01;1887;Auckland;NEW;11,811;New Zealand
474791;08;01;1887;Auckland;NEW;10,457;New Zealand
474792;09;01;1887;Auckland;NEW;11,904;New Zealand
474793;10;01;1887;Auckland;NEW;12,99;New Zealand
474794;11;01;1887;Auckland;NEW;14,115;New Zealand
474795;12;01;1887;Auckland;NEW;15,82;New Zealand
474796;01;01;1888;Auckland;NEW;17,359;New Zealand
474797;02;01;1888;Auckland;NEW;17,014;New Zealand
474798;03;01;1888;Auckland;NEW;17,234;New Zealand
474799;04;01;1888;Auckland;NEW;14,877;New Zealand
474800;05;01;1888;Auckland;NEW;13,882;New Zealand
474801;06;01;1888;Auckland;NEW;12,144;New Zealand
474802;07;01;1888;Auckland;NEW;11,816;New Zealand
474803;08;01;1888;Auckland;NEW;12,237;New Zealand
474804;09;01;1888;Auckland;NEW;12,014;New Zealand
474805;10;01;1888;Auckland;NEW;13,043;New Zealand
474806;11;01;1888;Auckland;NEW;13,493;New Zealand
474807;12;01;1888;Auckland;NEW;14,643;New Zealand
474808;01;01;1889;Auckland;NEW;18,507;New Zealand
474809;02;01;1889;Auckland;NEW;18,691;New Zealand
474810;03;01;1889;Auckland;NEW;17,621;New Zealand
474811;04;01;1889;Auckland;NEW;15,793;New Zealand
474812;05;01;1889;Auckland;NEW;14,181;New Zealand
474813;06;01;1889;Auckland;NEW;12,636;New Zealand
474814;07;01;1889;Auckland;NEW;11,744;New Zealand
474815;08;01;1889;Auckland;NEW;11,563;New Zealand
474816;09;01;1889;Auckland;NEW;13,28;New Zealand
474817;10;01;1889;Auckland;NEW;13,789;New Zealand
474818;11;01;1889;Auckland;NEW;14,893;New Zealand
474819;12;01;1889;Auckland;NEW;17,052;New Zealand
474820;01;01;1890;Auckland;NEW;16,874;New Zealand
474821;02;01;1890;Auckland;NEW;18,93;New Zealand
474822;03;01;1890;Auckland;NEW;17,785;New Zealand
474823;04;01;1890;Auckland;NEW;16,698;New Zealand
474824;05;01;1890;Auckland;NEW;13,99;New Zealand
474825;06;01;1890;Auckland;NEW;13,176;New Zealand
474826;07;01;1890;Auckland;NEW;12,054;New Zealand
474827;08;01;1890;Auckland;NEW;11,792;New Zealand
474828;09;01;1890;Auckland;NEW;12,835;New Zealand
474829;10;01;1890;Auckland;NEW;14,29;New Zealand
474830;11;01;1890;Auckland;NEW;14,592;New Zealand
474831;12;01;1890;Auckland;NEW;17,143;New Zealand
474832;01;01;1891;Auckland;NEW;17,648;New Zealand
474833;02;01;1891;Auckland;NEW;18,598;New Zealand
474834;03;01;1891;Auckland;NEW;17,601;New Zealand
474835;04;01;1891;Auckland;NEW;15,466;New Zealand
474836;05;01;1891;Auckland;NEW;13,491;New Zealand
474837;06;01;1891;Auckland;NEW;10,929;New Zealand
474838;07;01;1891;Auckland;NEW;11,071;New Zealand
474839;08;01;1891;Auckland;NEW;11,715;New Zealand
474840;09;01;1891;NA;;12,827;NA
474841;10;01;1891;Auckland;NEW;13,569;New Zealand
474842;11;01;1891;Auckland;NEW;15,148;New Zealand
474843;12;01;1891;Auckland;NEW;17,951;New Zealand
474844;01;01;1892;Auckland;NEW;18,023;New Zealand
474845;02;01;1892;Auckland;NEW;18,493;New Zealand
474846;03;01;1892;Auckland;NEW;18,785;New Zealand
474847;04;01;1892;Auckland;NEW;16,718;New Zealand
474848;05;01;1892;Auckland;NEW;14,068;New Zealand
474849;06;01;1892;Auckland;NEW;12,593;New Zealand
474850;07;01;1892;Auckland;NEW;11,519;New Zealand
474851;08;01;1892;Auckland;NEW;12,429;New Zealand
474852;09;01;1892;Auckland;NEW;12,478;New Zealand
474853;10;01;1892;Auckland;NEW;13,688;New Zealand
474854;11;01;1892;Auckland;NEW;16,407;New Zealand
474855;12;01;1892;Auckland;NEW;16,322;New Zealand
474856;01;01;1893;Auckland;NEW;18,244;New Zealand
474857;02;01;1893;Auckland;NEW;18,657;New Zealand
474858;03;01;1893;Auckland;NEW;16,52;New Zealand
